time,mousex,mousey,inittarget,harvtarget,intrial,targetx,targety,blockvar
66925,720,624,1,0,1,720,300,1
66938,720,624,1,0,1,720,300,1
66952,720,624,1,0,1,720,300,1
66966,720,624,1,0,1,720,300,1
66979,720,624,1,0,1,720,300,1
66992,720,624,1,0,1,720,300,1
67005,720,624,1,0,1,720,300,1
67018,720,624,1,0,1,720,300,1
67032,720,624,1,0,1,720,300,1
67046,720,624,1,0,1,720,300,1
67058,720,624,1,0,1,720,300,1
67072,720,624,1,0,1,720,300,1
67084,720,624,1,0,1,720,300,1
67099,720,624,1,0,1,720,300,1
67112,720,624,1,0,1,720,300,1
67126,720,624,1,0,1,720,300,1
67139,720,624,1,0,1,720,300,1
67152,720,624,1,0,1,720,300,1
67166,720,624,1,0,1,720,300,1
67180,720,624,1,0,1,720,300,1
67192,720,624,1,0,1,720,300,1
67205,720,624,1,0,1,720,300,1
67218,720,624,1,0,1,720,300,1
67232,720,624,1,0,1,720,300,1
67247,720,624,1,0,1,720,300,1
67258,720,624,1,0,1,720,300,1
67271,720,624,1,0,1,720,300,1
67285,720,624,1,0,1,720,300,1
67299,720,624,1,0,1,720,300,1
67313,720,624,1,0,1,720,300,1
67325,720,624,1,0,1,720,300,1
67338,720,624,1,0,1,720,300,1
67351,720,624,1,0,1,720,300,1
67365,720,624,1,0,1,720,300,1
67379,720,624,1,0,1,720,300,1
67393,720,624,1,0,1,720,300,1
67405,720,624,1,0,1,720,300,1
67418,720,624,1,0,1,720,300,1
67432,720,624,1,0,1,720,300,1
67447,720,624,1,0,1,720,300,1
67459,720,624,1,0,1,720,300,1
67471,720,624,1,0,1,720,300,1
67484,720,624,1,0,1,720,300,1
67498,720,624,1,0,1,720,300,1
67513,720,624,1,0,1,720,300,1
67526,720,624,1,0,1,720,300,1
67538,720,624,1,0,1,720,300,1
67551,720,624,1,0,1,720,300,1
67567,720,624,1,0,1,720,300,1
67578,720,624,1,0,1,720,300,1
67591,720,624,1,0,1,720,300,1
67605,720,624,1,0,1,720,300,1
67619,720,624,1,0,1,720,300,1
67632,720,624,1,0,1,720,300,1
67647,720,624,1,0,1,720,300,1
67659,720,624,1,0,1,720,300,1
67673,720,624,1,0,1,720,300,1
67685,720,624,1,0,1,720,300,1
67699,720,624,1,0,1,720,300,1
67713,720,624,1,0,1,720,300,1
67726,720,624,1,0,1,720,300,1
67739,720,624,1,0,1,720,300,1
67752,720,624,1,0,1,720,300,1
67765,720,624,1,0,1,720,300,1
67780,720,624,1,0,1,720,300,1
67792,720,624,1,0,1,720,300,1
67806,720,624,1,0,1,720,300,1
67818,720,624,1,0,1,720,300,1
67832,720,624,1,0,1,720,300,1
67845,720,624,1,0,1,720,300,1
67858,720,624,1,0,1,720,300,1
67872,720,624,1,0,1,720,300,1
67885,720,624,1,0,1,720,300,1
67899,720,624,1,0,1,720,300,1
67913,720,624,1,0,1,720,300,1
67925,720,624,1,0,1,720,300,1
67938,720,624,1,0,1,720,300,1
67952,720,624,1,0,1,720,300,1
67967,720,624,1,0,1,720,300,1
67979,720,624,1,0,1,720,300,1
67992,720,624,1,0,1,720,300,1
68006,720,624,1,0,1,720,300,1
68018,720,624,1,0,1,720,300,1
68032,720,624,1,0,1,720,300,1
68046,720,624,1,0,1,720,300,1
68058,720,624,1,0,1,720,300,1
68072,720,624,1,0,1,720,300,1
68086,720,624,1,0,1,720,300,1
68100,720,624,1,0,1,720,300,1
68113,720,624,1,0,1,720,300,1
68126,720,624,1,0,1,720,300,1
68139,720,624,1,0,1,720,300,1
68152,720,624,1,0,1,720,300,1
68166,720,624,1,0,1,720,300,1
68179,720,624,1,0,1,720,300,1
68193,720,624,1,0,1,720,300,1
68205,720,624,1,0,1,720,300,1
68219,720,624,1,0,1,720,300,1
68233,720,624,1,0,1,720,300,1
68246,720,624,1,0,1,720,300,1
68260,720,624,1,0,1,720,300,1
68272,720,624,1,0,1,720,300,1
68287,720,623,1,0,1,720,300,1
68299,720,621,1,0,1,720,300,1
68313,720,615,1,0,1,720,300,1
68327,721,610,1,0,1,720,300,1
68341,723,599,1,0,1,720,300,1
68354,725,587,1,0,1,720,300,1
68367,729,570,1,0,1,720,300,1
68382,734,548,0,0,1,720,300,1
68393,739,513,0,0,1,720,300,1
68407,741,500,0,0,1,720,300,1
68421,743,480,0,0,1,720,300,1
68434,745,457,0,0,1,720,300,1
68448,748,436,0,0,1,720,300,1
68460,749,427,0,0,1,720,300,1
68473,750,412,0,0,1,720,300,1
68487,751,405,0,0,1,720,300,1
68500,752,393,0,0,1,720,300,1
68514,752,382,0,0,1,720,300,1
68527,752,377,0,0,1,720,300,1
68540,752,372,0,0,1,720,300,1
68554,752,365,0,0,1,720,300,1
68567,752,357,0,0,1,720,300,1
68582,752,354,0,0,1,720,300,1
68594,752,349,0,0,1,720,300,1
68605,751,344,0,0,1,720,300,1
68619,750,342,0,0,1,720,300,1
68632,749,340,0,1,1,720,300,1
68648,748,338,0,1,1,720,300,1
68660,747,335,0,1,1,720,300,1
68672,746,333,0,1,1,720,300,1
68687,745,331,0,1,1,720,300,1
68700,745,330,0,1,1,720,300,1
68715,744,329,0,1,1,720,300,1
68727,744,329,0,1,1,720,300,1
68740,743,329,0,1,1,720,300,1
68754,742,329,0,1,1,720,300,1
68767,742,329,0,1,1,720,300,1
68781,741,329,0,1,1,720,300,1
68795,740,329,0,1,1,720,300,1
68806,740,329,0,1,1,720,300,1
68819,739,330,0,1,1,720,300,1
68832,738,331,0,1,1,720,300,1
68846,736,336,0,1,1,720,300,1
68858,734,344,0,1,1,720,300,1
68872,732,355,0,0,1,720,300,1
68885,729,371,0,0,1,720,300,1
68900,727,382,0,0,1,720,300,1
68914,724,398,0,0,1,720,300,1
68927,721,427,0,0,1,720,300,1
68940,721,434,0,0,1,720,300,1
68954,719,463,0,0,1,720,300,1
68966,718,503,0,0,1,720,300,1
68981,718,511,0,0,1,720,300,1
68994,718,536,0,0,1,720,300,1
69007,718,547,0,0,1,720,300,1
69021,718,566,1,0,1,720,300,1
69034,718,574,1,0,1,720,300,1
69048,719,587,1,0,1,720,300,1
69061,721,595,1,0,1,720,300,1
69075,724,603,1,0,1,720,300,1
69087,726,608,1,0,1,720,300,1
69101,726,611,1,0,1,720,300,1
69115,728,614,1,0,1,720,300,1
69128,729,617,1,0,1,720,300,1
69142,729,619,1,0,1,720,300,1
69155,730,622,1,0,1,720,300,1
69170,730,624,1,0,1,720,300,1
69182,731,626,1,0,1,720,300,1
69195,732,629,1,0,1,720,300,1
69209,733,632,1,0,1,720,300,1
69222,733,632,1,0,1,720,300,1
69235,733,633,1,0,1,720,300,1
69249,733,633,1,0,1,720,300,1
69261,733,633,1,0,1,720,300,1
69274,733,633,1,0,1,720,300,1
69287,733,633,1,0,1,720,300,1
69300,733,633,1,0,1,720,300,1
69314,733,633,1,0,1,720,300,1
69328,733,633,1,0,1,720,300,1
69342,733,633,1,0,1,720,300,1
69354,733,633,1,0,1,720,300,1
69367,733,633,1,0,1,720,300,1
69381,733,633,1,0,1,720,300,1
69395,733,633,1,0,1,720,300,1
69408,733,633,1,0,1,720,300,1
69421,733,633,1,0,1,720,300,1
69434,733,633,1,0,1,720,300,1
69448,733,633,1,0,1,720,300,1
69463,733,633,1,0,1,720,300,1
69475,733,633,1,0,1,720,300,1
69488,733,633,1,0,1,720,300,1
69500,733,633,1,0,1,720,300,1
69515,733,633,1,0,1,720,300,1
69529,733,633,1,0,1,720,300,1
69540,733,633,1,0,1,720,300,1
69555,733,633,1,0,1,720,300,1
69566,733,633,1,0,1,720,300,1
69582,733,633,1,0,1,720,300,1
69595,733,633,1,0,1,720,300,1
69607,733,633,1,0,1,720,300,1
69620,733,633,1,0,1,720,300,1
69634,733,633,1,0,1,720,300,1
69649,733,633,1,0,1,720,300,1
69663,733,633,1,0,1,720,300,1
69675,733,633,1,0,1,720,300,1
69687,733,633,1,0,1,720,300,1
69700,733,633,1,0,1,720,300,1
69716,733,633,1,0,1,720,300,1
69727,733,633,1,0,1,720,300,1
69741,733,633,1,0,1,720,300,1
69755,733,633,1,0,1,720,300,1
70170,733,633,1,0,0,720,300,1
70182,733,633,1,0,0,720,300,1
70198,733,633,1,0,0,720,300,1
70210,733,633,1,0,0,720,300,1
70222,733,633,1,0,0,720,300,1
70236,733,633,1,0,0,720,300,1
70249,733,633,1,0,0,720,300,1
70262,733,633,1,0,0,720,300,1
70276,733,633,1,0,0,720,300,1
70289,733,633,1,0,0,720,300,1
70302,733,633,1,0,0,720,300,1
70316,733,633,1,0,0,720,300,1
70329,733,633,1,0,0,720,300,1
70343,733,633,1,0,0,720,300,1
70356,733,633,1,0,0,720,300,1
70369,733,633,1,0,0,720,300,1
70382,733,633,1,0,0,720,300,1
70397,733,633,1,0,0,720,300,1
70410,733,633,1,0,0,720,300,1
70423,733,633,1,0,0,720,300,1
70435,733,633,1,0,0,720,300,1
70449,733,633,1,0,0,720,300,1
70463,733,633,1,0,0,720,300,1
70477,733,633,1,0,0,720,300,1
70490,733,633,1,0,0,720,300,1
70502,733,633,1,0,0,720,300,1
70516,733,633,1,0,0,720,300,1
70530,733,633,1,0,0,720,300,1
70543,733,633,1,0,0,720,300,1
70556,733,633,1,0,0,720,300,1
70569,733,633,1,0,0,720,300,1
70583,733,633,1,0,0,720,300,1
70597,733,633,1,0,0,720,300,1
70609,733,633,1,0,0,720,300,1
70623,733,633,1,0,0,720,300,1
70636,733,633,1,0,0,720,300,1
70649,733,633,1,0,0,720,300,1
70663,733,633,1,0,0,720,300,1
70677,733,633,1,0,0,720,300,1
70689,733,633,1,0,0,720,300,1
70702,733,633,1,0,0,720,300,1
70716,733,633,1,0,0,720,300,1
70730,733,633,1,0,0,720,300,1
70744,733,633,1,0,0,720,300,1
70756,733,633,1,0,0,720,300,1
70769,733,633,1,0,0,720,300,1
70782,733,633,1,0,0,720,300,1
70796,733,633,1,0,0,720,300,1
70810,733,633,1,0,0,720,300,1
70822,733,633,1,0,0,720,300,1
70835,733,633,1,0,0,720,300,1
70850,733,633,1,0,0,720,300,1
70863,733,633,1,0,0,720,300,1
70876,733,633,1,0,0,720,300,1
70889,733,633,1,0,0,720,300,1
70903,733,633,1,0,0,720,300,1
70917,733,633,1,0,0,720,300,1
70930,733,633,1,0,0,720,300,1
70944,733,633,1,0,0,720,300,1
70957,733,633,1,0,0,720,300,1
70970,733,633,1,0,0,720,300,1
70984,733,633,1,0,0,720,300,1
70997,733,633,1,0,0,720,300,1
71009,733,633,1,0,0,720,300,1
71023,733,633,1,0,0,720,300,1
71036,733,633,1,0,0,720,300,1
71050,733,633,1,0,0,720,300,1
71064,733,633,1,0,0,720,300,1
71076,733,633,1,0,0,720,300,1
71089,733,633,1,0,0,720,300,1
71102,733,633,1,0,0,720,300,1
71118,733,631,1,0,0,720,300,1
71130,733,631,1,0,0,720,300,1
71144,733,628,1,0,0,720,300,1
71157,732,624,1,0,0,720,300,1
71172,730,621,1,0,0,720,300,1
71185,729,618,1,0,0,720,300,1
71199,729,618,1,0,0,720,300,1
71212,728,616,1,0,0,720,300,1
71227,727,615,1,0,0,720,300,1
71240,727,615,1,0,0,720,300,1
71255,727,614,1,0,0,720,300,1
71267,727,614,1,0,0,720,300,1
71282,727,614,1,0,0,720,300,1
71294,726,613,1,0,0,720,300,1
71308,726,613,1,0,0,720,300,1
71321,726,612,1,0,0,720,300,1
71334,726,612,1,0,0,720,300,1
71347,726,612,1,0,0,720,300,1
71360,726,612,1,0,0,720,300,1
71374,726,612,1,0,0,720,300,1
71388,726,612,1,0,0,720,300,1
71400,726,612,1,0,0,720,300,1
71415,726,612,1,0,0,720,300,1
71427,726,612,1,0,0,720,300,1
71439,726,612,1,0,0,720,300,1
71454,726,612,1,0,0,720,300,1
71466,726,612,1,0,0,720,300,1
71480,726,612,1,0,0,720,300,1
71493,726,612,1,0,0,720,300,1
71506,726,612,1,0,0,720,300,1
71520,726,612,1,0,0,720,300,1
71533,726,612,1,0,0,720,300,1
71546,726,612,1,0,0,720,300,1
71560,726,612,1,0,0,720,300,1
71574,726,612,1,0,0,720,300,1
71587,726,612,1,0,0,720,300,1
71600,726,612,1,0,0,720,300,1
71613,726,612,1,0,0,720,300,1
71627,726,611,1,0,0,720,300,1
71639,726,608,1,0,0,720,300,1
71653,728,593,1,0,0,720,300,1
71667,730,585,1,0,0,720,300,1
71682,733,563,1,0,0,720,300,1
71693,734,552,0,0,0,720,300,1
71706,734,552,0,0,0,720,300,1
71721,737,530,0,0,0,720,300,1
71732,740,486,0,0,0,720,300,1
71748,740,486,0,0,0,720,300,1
71760,743,458,0,0,0,720,300,1
71774,743,458,0,0,0,720,300,1
71787,743,441,0,0,0,720,300,1
71800,743,434,0,0,0,720,300,1
71813,743,421,0,0,0,720,300,1
71828,741,406,0,0,0,720,300,1
71840,741,406,0,0,0,720,300,1
71854,739,399,0,0,0,720,300,1
71867,736,393,0,0,0,720,300,1
71882,735,389,0,0,0,720,300,1
71893,731,382,0,0,0,720,300,1
71906,731,382,0,0,0,720,300,1
71921,729,378,0,0,0,720,300,1
71934,727,375,0,0,0,720,300,1
71947,726,373,0,0,0,720,300,1
71960,724,372,0,0,0,720,300,1
71973,724,372,0,0,0,720,300,1
71988,724,372,0,0,0,720,300,1
72000,724,372,0,0,0,720,300,1
72014,724,372,0,0,0,720,300,1
72027,724,370,0,0,0,720,300,1
72039,724,369,0,0,0,720,300,1
72052,724,367,0,0,0,720,300,1
72067,724,366,0,0,0,720,300,1
72081,724,365,0,0,0,720,300,1
72093,724,365,0,0,0,720,300,1
72105,724,364,0,0,0,720,300,1
72119,724,364,0,0,0,720,300,1
72135,724,364,0,0,0,720,300,1
72148,724,364,0,0,0,720,300,1
72161,724,362,0,0,0,720,300,1
72173,724,360,0,0,1,720,300,1
72187,724,359,0,0,1,720,300,1
72200,724,358,0,0,1,720,300,1
72215,724,356,0,0,1,720,300,1
72228,724,356,0,0,1,720,300,1
72240,724,355,0,0,1,720,300,1
72254,724,354,0,0,1,720,300,1
72266,724,353,0,0,1,720,300,1
72282,724,353,0,0,1,720,300,1
72295,723,353,0,0,1,720,300,1
72306,723,353,0,0,1,720,300,1
72321,723,353,0,0,1,720,300,1
72335,722,354,0,0,1,720,300,1
72348,720,364,0,0,1,720,300,1
72361,718,370,0,0,1,720,300,1
72376,718,370,0,0,1,720,300,1
72387,716,387,0,0,1,720,300,1
72400,714,409,0,0,1,720,300,1
72416,713,432,0,0,1,720,300,1
72428,713,442,0,0,1,720,300,1
72439,713,465,0,0,1,720,300,1
72452,713,497,0,0,1,720,300,1
72466,713,507,0,0,1,720,300,1
72481,713,517,0,0,1,720,300,1
72494,714,528,0,0,1,720,300,1
72506,717,565,1,0,1,720,300,1
72521,718,572,1,0,1,720,300,1
72533,719,574,1,0,1,720,300,1
72547,720,585,1,0,1,720,300,1
72561,721,592,1,0,1,720,300,1
72573,722,595,1,0,1,720,300,1
72588,723,600,1,0,1,720,300,1
72600,724,604,1,0,1,720,300,1
72614,724,604,1,0,1,720,300,1
72627,726,608,1,0,1,720,300,1
72641,726,612,1,0,1,720,300,1
72655,726,612,1,0,1,720,300,1
72667,728,616,1,0,1,720,300,1
72681,728,616,1,0,1,720,300,1
72694,728,618,1,0,1,720,300,1
72706,728,618,1,0,1,720,300,1
72719,728,618,1,0,1,720,300,1
72735,728,618,1,0,1,720,300,1
72748,728,618,1,0,1,720,300,1
72760,728,618,1,0,1,720,300,1
72773,728,618,1,0,1,720,300,1
72787,728,618,1,0,1,720,300,1
72800,728,618,1,0,1,720,300,1
72814,728,618,1,0,1,720,300,1
72827,728,618,1,0,1,720,300,1
72840,728,618,1,0,1,720,300,1
72854,728,618,1,0,1,720,300,1
72866,728,618,1,0,1,720,300,1
72881,728,618,1,0,1,720,300,1
72893,728,618,1,0,1,720,300,1
72907,728,618,1,0,1,720,300,1
72921,728,618,1,0,1,720,300,1
72933,728,618,1,0,1,720,300,1
72949,728,618,1,0,1,720,300,1
72960,728,618,1,0,1,720,300,1
72974,728,618,1,0,1,720,300,1
72987,728,618,1,0,1,720,300,1
72999,728,618,1,0,1,720,300,1
73015,728,618,1,0,1,720,300,1
73028,728,618,1,0,1,720,300,1
73040,728,618,1,0,1,720,300,1
73054,728,618,1,0,1,720,300,1
73066,728,618,1,0,1,720,300,1
73081,728,618,1,0,1,720,300,1
73095,728,618,1,0,1,720,300,1
73107,728,618,1,0,1,720,300,1
73120,728,618,1,0,1,720,300,1
73134,728,618,1,0,1,720,300,1
73148,728,618,1,0,1,720,300,1
73162,728,618,1,0,1,720,300,1
73174,728,618,1,0,1,720,300,1
73187,728,618,1,0,1,720,300,1
73200,728,618,1,0,1,720,300,1
73214,728,618,1,0,1,720,300,1
73227,728,618,1,0,1,720,300,1
73239,728,618,1,0,1,720,300,1
73252,728,618,1,0,1,720,300,1
73266,728,618,1,0,1,720,300,1
73281,728,618,1,0,1,720,300,1
73294,728,618,1,0,1,720,300,1
73308,728,618,1,0,1,720,300,1
73321,728,618,1,0,1,720,300,1
73333,728,618,1,0,1,720,300,1
73347,728,618,1,0,1,720,300,1
73360,728,618,1,0,1,720,300,1
73374,728,618,1,0,1,720,300,1
73386,728,618,1,0,1,720,300,1
73400,728,618,1,0,1,720,300,1
73414,728,618,1,0,1,720,300,1
73427,728,618,1,0,1,720,300,1
73441,728,618,1,0,1,720,300,1
73454,728,618,1,0,1,720,300,1
73467,728,618,1,0,1,720,300,1
73482,728,618,1,0,1,720,300,1
73493,728,618,1,0,1,720,300,1
73506,728,618,1,0,1,720,300,1
73519,728,618,1,0,1,720,300,1
73534,728,618,1,0,1,720,300,1
73548,728,618,1,0,1,720,300,1
73560,728,618,1,0,1,720,300,1
73573,728,618,1,0,1,720,300,1
73586,728,618,1,0,1,720,300,1
73600,728,618,1,0,1,720,300,1
73614,728,618,1,0,1,720,300,1
73628,728,618,1,0,1,720,300,1
73641,728,618,1,0,1,720,300,1
73654,728,618,1,0,1,720,300,1
73666,728,618,1,0,1,720,300,1
73682,728,618,1,0,1,720,300,1
73694,728,618,1,0,1,720,300,1
73706,728,618,1,0,1,720,300,1
73720,728,618,1,0,1,720,300,1
73733,728,618,1,0,1,720,300,1
73747,728,618,1,0,1,720,300,1
73762,728,618,1,0,1,720,300,1
73773,728,618,1,0,1,720,300,1
73787,728,618,1,0,1,720,300,1
73800,728,618,1,0,1,720,300,1
73814,728,618,1,0,1,720,300,1
73828,728,618,1,0,1,720,300,1
73839,728,618,1,0,1,720,300,1
73852,728,615,1,0,1,720,300,1
73866,728,612,1,0,1,720,300,1
73881,728,607,1,0,1,720,300,1
73895,729,603,1,0,1,720,300,1
73905,733,584,1,0,1,720,300,1
73919,735,569,1,0,1,720,300,1
73933,737,557,1,0,1,720,300,1
73947,740,524,0,0,1,720,300,1
73961,743,490,0,0,1,720,300,1
73973,744,481,0,0,1,720,300,1
73987,745,433,0,0,1,720,300,1
74000,746,406,0,0,1,720,300,1
74014,746,378,0,0,1,720,300,1
74027,746,345,0,0,1,720,300,1
74040,746,337,0,1,1,720,300,1
74054,746,324,0,1,1,720,300,1
74066,744,285,0,1,1,720,300,1
74082,744,285,0,1,1,720,300,1
74094,743,271,0,1,1,720,300,1
74106,742,264,0,1,1,720,300,1
74120,741,260,0,1,1,720,300,1
74133,740,253,0,0,1,720,300,1
74148,739,249,0,0,1,720,300,1
74161,739,248,0,0,1,720,300,1
74173,738,246,0,0,1,720,300,1
74187,737,246,0,0,1,720,300,1
74199,737,246,0,0,1,720,300,1
74214,736,246,0,0,1,720,300,1
74227,735,246,0,0,1,720,300,1
74242,734,246,0,0,1,720,300,1
74253,733,246,0,0,1,720,300,1
74266,733,246,0,0,1,720,300,1
74281,732,246,0,0,1,720,300,1
74294,732,246,0,0,1,720,300,1
74306,732,246,0,0,1,720,300,1
74319,731,246,0,0,1,720,300,1
74333,728,253,0,1,1,720,300,1
74346,727,256,0,1,1,720,300,1
74361,725,266,0,1,1,720,300,1
74373,724,271,0,1,1,720,300,1
74387,720,284,0,1,1,720,300,1
74401,719,293,0,1,1,720,300,1
74415,716,314,0,1,1,720,300,1
74428,714,346,0,1,1,720,300,1
74441,713,359,0,0,1,720,300,1
74454,712,382,0,0,1,720,300,1
74469,712,395,0,0,1,720,300,1
74482,712,409,0,0,1,720,300,1
74495,712,440,0,0,1,720,300,1
74507,712,455,0,0,1,720,300,1
74522,712,455,0,0,1,720,300,1
74534,712,473,0,0,1,720,300,1
74547,712,473,0,0,1,720,300,1
74561,713,485,0,0,1,720,300,1
74574,713,485,0,0,1,720,300,1
74588,714,493,0,0,1,720,300,1
74600,716,506,0,0,1,720,300,1
74615,717,512,0,0,1,720,300,1
74628,718,517,0,0,1,720,300,1
74640,718,517,0,0,1,720,300,1
74653,719,529,0,0,1,720,300,1
74666,720,538,0,0,1,720,300,1
74681,720,541,0,0,1,720,300,1
74694,720,545,0,0,1,720,300,1
74707,720,551,1,0,1,720,300,1
74721,722,560,1,0,1,720,300,1
74734,723,566,1,0,1,720,300,1
74748,723,569,1,0,1,720,300,1
74762,724,575,1,0,1,720,300,1
74773,725,578,1,0,1,720,300,1
74787,725,581,1,0,1,720,300,1
74801,726,585,1,0,1,720,300,1
74814,727,589,1,0,1,720,300,1
74826,727,591,1,0,1,720,300,1
74840,728,595,1,0,1,720,300,1
74853,728,596,1,0,1,720,300,1
74866,728,597,1,0,1,720,300,1
74880,728,599,1,0,1,720,300,1
74895,728,599,1,0,1,720,300,1
74906,728,599,1,0,1,720,300,1
74919,728,599,1,0,1,720,300,1
74934,728,599,1,0,1,720,300,1
74947,728,599,1,0,1,720,300,1
74960,728,599,1,0,1,720,300,1
74973,728,599,1,0,1,720,300,1
74987,728,599,1,0,1,720,300,1
75000,728,599,1,0,1,720,300,1
75014,728,599,1,0,1,720,300,1
75027,728,599,1,0,1,720,300,1
75039,728,599,1,0,1,720,300,1
75053,728,599,1,0,1,720,300,1
75067,728,599,1,0,1,720,300,1
75081,728,599,1,0,1,720,300,1
75094,728,599,1,0,1,720,300,1
75107,728,599,1,0,1,720,300,1
75120,728,599,1,0,1,720,300,1
75134,728,599,1,0,1,720,300,1
75148,728,599,1,0,1,720,300,1
75162,728,599,1,0,1,720,300,1
75173,728,599,1,0,1,720,300,1
75186,728,599,1,0,1,720,300,1
75200,728,599,1,0,1,720,300,1
75213,728,599,1,0,1,720,300,1
75228,728,599,1,0,1,720,300,1
75242,728,599,1,0,1,720,300,1
75256,728,599,1,0,1,720,300,1
75267,728,599,1,0,1,720,300,1
75280,728,599,1,0,1,720,300,1
75296,728,599,1,0,1,720,300,1
75307,728,599,1,0,1,720,300,1
75320,728,599,1,0,1,720,300,1
75333,728,599,1,0,1,720,300,1
75348,728,599,1,0,1,720,300,1
75361,728,599,1,0,1,720,300,1
75374,728,599,1,0,1,720,300,1
75388,728,599,1,0,1,720,300,1
75401,728,599,1,0,1,720,300,1
75414,728,599,1,0,1,720,300,1
75428,728,599,1,0,1,720,300,1
75440,728,599,1,0,1,720,300,1
75455,728,599,1,0,1,720,300,1
75468,728,599,1,0,1,720,300,1
75481,728,599,1,0,1,720,300,1
75495,728,599,1,0,1,720,300,1
75508,728,599,1,0,1,720,300,1
75522,728,599,1,0,1,720,300,1
75540,728,599,1,0,1,720,300,1
75553,728,599,1,0,1,720,300,1
75566,728,599,1,0,1,720,300,1
75580,728,599,1,0,1,720,300,1
75593,728,599,1,0,1,720,300,1
75605,728,599,1,0,1,720,300,1
75619,728,599,1,0,1,720,300,1
75632,728,599,1,0,1,720,300,1
75646,728,599,1,0,1,720,300,1
75659,728,599,1,0,1,720,300,1
75672,728,599,1,0,1,720,300,1
75687,728,599,1,0,1,720,300,1
75699,728,599,1,0,1,720,300,1
75712,728,599,1,0,1,720,300,1
75727,728,599,1,0,1,720,300,1
75739,728,599,1,0,1,720,300,1
75752,728,599,1,0,1,720,300,1
75766,728,599,1,0,1,720,300,1
75779,728,599,1,0,1,720,300,1
75793,728,599,1,0,1,720,300,1
75806,728,599,1,0,1,720,300,1
75818,728,599,1,0,1,720,300,1
75833,728,599,1,0,1,720,300,1
75846,728,599,1,0,1,720,300,1
75858,728,599,1,0,1,720,300,1
75873,728,599,1,0,1,720,300,1
75887,728,599,1,0,1,720,300,1
75900,728,599,1,0,1,720,300,1
75913,728,599,1,0,1,720,300,1
75927,728,599,1,0,1,720,300,1
75939,728,599,1,0,1,720,300,1
75953,728,599,1,0,1,720,300,1
75966,728,599,1,0,1,720,300,1
75980,728,599,1,0,1,720,300,1
75992,728,599,1,0,1,720,300,1
76005,728,599,1,0,1,720,300,1
76018,728,599,1,0,1,720,300,1
76032,728,599,1,0,1,720,300,1
76045,728,599,1,0,1,720,300,1
76059,728,599,1,0,1,720,300,1
76073,728,599,1,0,1,720,300,1
76085,728,599,1,0,1,720,300,1
76099,728,599,1,0,1,720,300,1
76112,728,599,1,0,1,720,300,1
76126,728,599,1,0,1,720,300,1
76139,728,599,1,0,1,720,300,1
76152,728,599,1,0,1,720,300,1
76166,728,599,1,0,1,720,300,1
76180,728,599,1,0,1,720,300,1
76192,728,599,1,0,1,720,300,1
76205,728,599,1,0,1,720,300,1
76219,728,599,1,0,1,720,300,1
76233,728,599,1,0,1,720,300,1
76246,728,599,1,0,1,720,300,1
76258,728,599,1,0,1,720,300,1
76273,728,599,1,0,1,720,300,1
76285,728,599,1,0,1,720,300,1
76299,728,599,1,0,1,720,300,1
76313,728,599,1,0,1,720,300,1
76327,728,599,1,0,1,720,300,1
76339,728,599,1,0,1,720,300,1
76352,728,599,1,0,1,720,300,1
76367,728,599,1,0,1,720,300,1
76381,728,599,1,0,1,720,300,1
76393,728,599,1,0,1,720,300,1
76405,728,599,1,0,1,720,300,1
76420,728,599,1,0,1,720,300,1
76432,728,599,1,0,1,720,300,1
76446,728,599,1,0,1,720,300,1
76459,728,599,1,0,1,720,300,1
76473,728,599,1,0,1,720,300,1
76487,728,599,1,0,1,720,300,1
76499,728,599,1,0,1,720,300,1
76513,728,599,1,0,1,720,300,1
76527,728,599,1,0,1,720,300,1
76539,728,599,1,0,1,720,300,1
76551,728,599,1,0,1,720,300,1
76566,728,599,1,0,1,720,300,1
76582,728,599,1,0,1,720,300,1
76593,728,599,1,0,1,720,300,1
76605,728,599,1,0,1,720,300,1
76618,728,599,1,0,1,720,300,1
76633,728,599,1,0,1,720,300,1
76646,728,599,1,0,1,720,300,1
76659,728,599,1,0,1,720,300,1
76673,728,599,1,0,1,720,300,1
76687,728,599,1,0,1,720,300,1
76699,728,599,1,0,1,720,300,1
76713,728,599,1,0,1,720,300,1
76725,728,599,1,0,1,720,300,1
76739,728,599,1,0,1,720,300,1
76752,728,599,1,0,1,720,300,1
76766,728,599,1,0,1,720,300,1
76780,728,599,1,0,1,720,300,1
76793,728,599,1,0,1,720,300,1
76805,728,599,1,0,1,720,300,1
76819,728,599,1,0,1,720,300,1
76832,728,599,1,0,1,720,300,1
76846,728,599,1,0,1,720,300,1
76859,728,599,1,0,1,720,300,1
76873,728,599,1,0,1,720,300,1
76886,728,599,1,0,1,720,300,1
76899,728,599,1,0,1,720,300,1
76913,728,599,1,0,1,720,300,1
76925,728,599,1,0,1,720,300,1
76939,728,599,1,0,1,720,300,1
76952,728,599,1,0,1,720,300,1
76967,728,599,1,0,1,720,300,1
76979,728,599,1,0,1,720,300,1
76992,728,599,1,0,1,720,300,1
77005,728,599,1,0,1,720,300,1
77018,728,599,1,0,1,720,300,1
77033,728,599,1,0,1,720,300,1
77047,728,599,1,0,1,720,300,1
77059,728,599,1,0,1,720,300,1
77073,728,599,1,0,1,720,300,1
77087,728,599,1,0,1,720,300,1
77100,728,599,1,0,1,720,300,1
77113,728,599,1,0,1,720,300,1
